Title,Price,Beds,SQFT,Date Listed,Link
1 Bedroom Renovated $1197 call now and save $500.,$1197,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-renovated-1197-call/7135386819.html
"1 bedroom $1014 water,trash and pest control included.",$1014,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-1014-watertrash-and/7139800143.html
"1 bedrooms $1014 water, trash, pest control.",$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedrooms-1014-water-trash/7139977726.html
"1 bedroom $1014 water, trash and pest control included.",$1014,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-1014-water-trash-and/7139427751.html
"1 bedroom $1014(water, trash and pest control included)",$1014,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-1014water-trash-and/7136297364.html
1 bedroom $1014 (water trash and pest included),$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-1014-water-trash-and/7138239866.html
"1 Recamara Renovados  $1197(agua, basura incluido) Ahore hasta $500",$1197,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-recamara-renovados-1197agua/7139493274.html
1 Bedroom Renovated Apartment W/D Included,$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-renovated-apartment-d/7131202512.html
"1 Bedroom Renovated W/D Hookup, Save $500 Now.",$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-renovated-d-hookup/7131752160.html
"1 bedroom renovated W/D Hookup, (water, trash and pest control incl)",$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-renovated-d-hookup/7130807085.html
1 Bedroom Renovated $1197 W/D in unit.,$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-renovated-1197-d-in/7128117023.html
"Dishwasher, Large Closets, Package Receiving",$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-dishwasher-large-closets/7128698019.html
1 Bedroom 1 Bath Renovated w/ washing machine and dryer included!!,$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-1-bath-renovated/7127407582.html
Apartamentos de 1 Recamara,$1135,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-apartamentos-de-1-recamara/7126559607.html
No place like 100 South Luxury Apartments!,$1310,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/mcdonough-no-place-like-100-south/7143058715.html
HABLAMOS ESPANOL!! APARTAMENTOS DE UNO Y DOS CUARTOS LISTOS PARA MUDAR,$950,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-hablamos-espanol-apartamentos/7143063093.html
"Window Coverings, Courtyard, On-site Maintenance",$1952,2br,1291ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-window-coverings-courtyard-on/7143062629.html
"Refrigerator, Dishwasher, Public Transportation",$2003,2br,1425ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-refrigerator-dishwasher-public/7143062620.html
"Freeway Access, Heat, Study Room",$1572,1br,1066ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-freeway-access-heat-study-room/7143062609.html
"Balcony, Tennis Court(s), Large Closets",$1858,2br,1091ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-balcony-tennis-courts-large/7143062601.html
MOVE IN WITH US THIS SUMMER !!! ENRICHMENT PROGRAMS FOR KIDS AND ADULT,$950,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-move-in-with-us-this-summer/7143062585.html
"Balcony, Valet Trash Service, Large Closets",$2128,2br,1431ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-balcony-valet-trash-service/7143062579.html
1X1 APARTMENT FLAT AVAILABLE JULY 15TH!!!,$825,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-1x1-apartment-flat-available/7134144888.html
Make 100 South your home today!,$1195,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/mcdonough-make-100-south-your-home-today/7143058915.html
Wonderful floor plans for every budget!,$1335,2br,1065ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/peachtree-corners-wonderful-floor-plans/7138575061.html
Amazing Renovated Apts,$1115,2br,1000ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-amazing-renovated-apts/7138703578.html
Ceiling fans in every bedroom! Walk in closets! Coat closets! Pantry!,$1325,2br,1149ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/peachtree-corners-ceiling-fans-in-every/7126973713.html
"3 bedrooms $1518 Water, trash and pest control included.",$1518,3br,1350ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedrooms-1518-water-trash-and/7138244874.html
Newly Renovated One-Bedroom Apartment Home! Tour Today!,$1303,1br,785ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-newly-renovated-one-bedroom/7128571439.html
Fall in love with the pool view! Spacious walk in closets!!,$1299,2br,1065ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/peachtree-corners-fall-in-love-with-the/7131786047.html
"Crown molding accents, Leash-free dog park, Hardwood-style flooring",$1015,2br,885ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-crown-molding-accents/7143052869.html
NOW LEASING FOR FALL 2020!! Secure your savings today!,$769,4br,1460ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-now-leasing-for-fall-2020/7138294059.html
"View, TV Lounge, Vaulted Ceiling",$1805,3br,1362ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-view-tv-lounge-vaulted-ceiling/7138843425.html
One bed room and a office Space,$1367,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-one-bed-room-and-office-space/7143057918.html
"GOFetch Dog Park, Gated Community, 2 Swimming Pools",$1388,2br,1228ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-gofetch-dog-park-gated-community/7134448481.html
Las Palmas Apartments!!,$1372,3br,1300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-las-palmas-apartments/7136432087.html
"Disposal, Disability Access, 24-Hour Availability",$1345,2br,1116ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-disposal-disability-access-24/7126724723.html
$1469!! 🏙️ COOL LOFT 😎 HOT LOCATION 🔥🔥,$1469,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-cool-loft-hot-location/7130770231.html
NOW Leasing for Fall 2020 - Emory’s Premiere Grad Housing,$1611,1br,710ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-now-leasing-for-fall-emorys/7143048608.html
"Ceiling Fan, Pets Allowed, Large Closets",$1399,3br,1485ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-ceiling-fan-pets-allowed-large/7143054836.html
Great Size One bed room,$1217,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-size-one-bed-room/7143054100.html
"Resident Event Lounge, Gated Community, GOFit Fitness Center",$1172,1br,903ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-resident-event-lounge-gated/7143053669.html
LARGE 2 bed 2 Bath !!!!! Call to find out how you can get JUNE FREE,$1778,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-large-2-bed-2-bath-call-to-find/7143052308.html
"Contemporary In-Home Lighting, Valet Trash Service, Shuffleboard Table",$1150,1br,767ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-contemporary-in-home-lighting/7139730929.html
Look-N-Lease Special $99! 1/2 off first 2 full months!!!,$1300,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-look-lease-special-off-first-2/7143051904.html
Sierra Terrace,$1385,2br,1150ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7134785492.html
Summer savings at Bellingham Apartment Homes!!!,$1160,1br,716ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-summer-savings-at-bellingham/7143046258.html
You Could Pay More. Or You Could Get More at Stonetree Apartments.,$795,1br,912ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-you-could-pay-more-or-you-could/7143051015.html
"W/d hookup, Carpeting, Sparkling swimming pool",$1650,3br,1192ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-d-hookup-carpeting-sparkling/7135626182.html
Sierra Terrace,$1080,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7135847670.html
Sierra Terrace,$1080,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7135841152.html
Look-N-Lease Special $99! 1/2 off first 2 full months!!!,$1460,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-look-lease-special-off-first-2/7143050247.html
The Taylor Apartment Two Bed/One & a Half Bath,$1200,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-the-taylor-apartment-two-bed/7131411626.html
"Playground, BBQ & Picnic Area, Community Clubhouse",$1354,1br,860ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-playground-bbq-picnic-area/7134478576.html
"Washer/Dryer, Microwave, Garage",$1040,1br,742ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-microwave-garage/7141776424.html
"24 Hour Emergency Maintenance, Resort Style Pool, Quartz Countertops",$1306,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-24-hour-emergency-maintenance/7140621356.html
First Time Renter?! We Don't Mind!! ✨✨,$1192,2br,1195ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-first-time-renter-we-dont-mind/7136428443.html
Sierra Terrace,$1385,2br,1150ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7135838994.html
SE ALQUILA 3 RECAMARAS!!! LLAMAME!!,$1336,3br,1147ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-se-alquila-3-recamaras-llamame/7140637916.html
Last luxury 2BD w/ City View! Move in this Week!,$1749,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-last-luxury-2bd-city-view-move/7143047857.html
"Comfortable, modern, and spacious",$1149,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-comfortable-modern-and-spacious/7143022633.html
APPLY TODAY FOR A 3 BEDROOM APARTMENT!! CALL US**,$1336,3br,1147ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-apply-today-for-3-bedroom/7143047570.html
3 Bedroom Garden-Tucker Square Apartment Homes,$1135,3br,1238ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/pine-lake-3-bedroom-garden-tucker/7143047348.html
Beautiful apartment home available!!!,$1176,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-apartment-home/7143047254.html
Sierra Terrace,$1510,3br,1450ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7135842915.html
The Villages At Carver,$1036,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-villages-at-carver/7143046300.html
"Freeway Access, On-site Maintenance, Public Transportation",$1337,1br,765ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-freeway-access-on-site/7143044421.html
"1 Bedroom, 1 Bathroom condo, Lenox/Buckhead",$1295,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-1-bathroom-condo/7143044401.html
Make yourself at home! Beautiful apartments in Riverdale,$1185,2br,1067ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/riverdale-make-yourself-at-home/7143036274.html
"Modern Conveniences & Entertainment, All Within Your Reach.",$940,1br,600ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-modern-conveniences/7135963361.html
Beautiful 3 Bedrooms Available!,$960,3br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-beautiful-3-bedrooms-available/7143043510.html
Tucker Square Apartment Homes-2 Bedroom Garden,$1045,2br,1010ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/pine-lake-tucker-square-apartment-homes/7143043502.html
"Tranquil Views, Hard Surface Flooring, Newly Renovated Interiors",$993,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-tranquil-views-hard-surface/7127501955.html
Sierra Terrace,$1080,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7134783817.html
Sierra Terrace,$1510,3br,1450ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7134777252.html
Sierra Terrace,$1385,2br,1150ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-terrace/7134775254.html
"2 Pools, Clubhouse, Playground",$889,1br,710ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-2-pools-clubhouse-playground/7134149282.html
"Additional Storage, Controlled Access, Cable/Satellite",$1175,1br,834ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-additional-storage-controlled/7140377244.html
"Complimentary poolside wifi access, Washer/dryers, Bright sunrooms",$1200,2br,1165ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-complimentary-poolside-wifi/7132263394.html
"Fitness Center, Laundry Facility, Clubhouse and Business Center",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-fitness-center-laundry-facility/7127055368.html
"Ceiling fans, Air Conditioning, Controlled Access",$1135,1br,635ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ceiling-fans-air-conditioning/7130775351.html
COME & RENT!!! 3 BEDROOM APARTMENT***,$1336,3br,1147ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-come-rent-3-bedroom-apartment/7143040519.html
"1 Bedroom water, trash and pest control included",$1014,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-water-trash-and-pest/7143039773.html
You Can Be Our Neighbor..... Here At Park 35!!!!!,$909,2br,878ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-you-can-be-our-neighbor-here-at/7139800266.html
1 bed near emory and the cdc,$1245,1br,1005ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-near-emory-and-the-cdc/7140452258.html
"1 BD and 1BA, Resident clubroom, Recycling center",$1492,1br,683ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bd-and-1ba-resident-clubroom/7138821322.html
We'll Treat You Like A Star!!!!! Here At Park 35!!!!,$909,2br,878ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-well-treat-you-like-star-here/7140435874.html
Pop On In...... To Park 35!!!!!,$909,2br,878ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-pop-on-in-to-park-35/7140437757.html
Pop On In...... To Park 35!!!!!,$909,2br,878ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-pop-on-in-to-park-35/7140437757.html
MOVE IN @ LaS pAlmAS!!!!!,$1089,1br,943ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-move-in-las-palmas/7136424607.html
You Can Be Our Neighbor..... Here At Park 35!!!!!,$909,2br,878ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-you-can-be-our-neighbor-here-at/7140443051.html
"Patio, Microwave, Balcony",$1503,2br,1067ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-patio-microwave-balcony/7138896919.html
We've Found Your Next Home and It's Amazing at Woodland Ridge Apartmen,$1055,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-weve-found-your-next-home-and/7143037210.html
"Washer/Dryer, Fitness Center, Car Wash",$1270,2br,1145ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-fitness-center-car/7136256879.html
START 2020 OFF RIGHT WITH IN A NEW HOME,$975,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-start-2020-off-right-with-in/7126903421.html
"Upgraded Stainless Steel Appliances, UPDATED FIXTURES, Study Center",$869,2br,900ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-upgraded-stainless-steel/7143032314.html
"Picnic Area, Hardwood Floors, Community Farm",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-picnic-area-hardwood-floors/7143028532.html
1 Bed 1 Bath June Free if you move by June 27th,$1237,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-june-free-if-you/7143036320.html
Walk to Piedmont Hospital from Your Luxury 2 Bedroom! Only 1 Left!,$1749,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-walk-to-piedmont-hospital-from/7143034976.html
"Jogging trail, Crown molding accents, Play park",$1110,2br,1005ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-jogging-trail-crown/7139399446.html
AQUI TE ESPERAMOS!!! SE PARTE DE KRC HILLTOPS!!!,$1336,3br,1147ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-aqui-te-esperamos-se-parte-de/7140659911.html
"Energy Efficient Appliances, Pet Friendly, Tile Backsplash",$1225,2br,1083ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-energy-efficient-appliances-pet/7135927573.html
"On-Site Laundry Center, Carpeted Floors, Natural Park Like Setting",$754,1br,900ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-on-site-laundry-center/7130710525.html
$500 OFF!! 3 Bedroom 2.5 Baths Townhome in West Midtown,$1495,3br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-500-off-3-bedroom-25-baths/7143030826.html
"Freeway Access, Accepts Credit Card Payments, Night Patrol",$2052,2br,1291ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-freeway-access-accepts-credit/7143030228.html
$1369!! 🏙️ COOL LOFT 😎 HOT LOCATION 🔥🔥,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-cool-loft-hot-location/7139241463.html
LOOKING FOR A 3 BEDROOM APARTMENT?? CALL ME📞,$1336,3br,1147ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/norcross-looking-for-3-bedroom/7143029241.html
3 BEDROOM 2.5 BATHS TOWNHOME IN WEST MIDTOWN,$1495,3br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-25-baths-townhome-in/7143029112.html
The Best Deal in Forest Park!! Monthly Special!!,$695,1br,300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-best-deal-in-forest-park/7143005257.html
3 BEDROOM 2.5 BATHS TOWNHOME IN WEST MIDTOWN,$1495,3br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-25-baths-townhome-in/7143027903.html
Two Bedroom in new property in the heart of Midtown- 8 weeks free!,$2522,2br,1110ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-in-new-property-in/7143013269.html
W/dryer 3 bedrooms Fantastic,$630,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/monroe-dryer-3-bedrooms-fantastic/7143026925.html
"Award Winning Management Team, Pet Friendly, Modern Lighting Fixtures",$1062,1br,550ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-award-winning-management-team/7136207862.html
"Se Habla Espanol, Cable Ready, Fire Pit",$1225,2br,1083ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-se-habla-espanol-cable-ready/7143026487.html
Walk to Piedmont Hospital from Your Luxury 2 Bedroom! Only 1 Left!,$1749,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-walk-to-piedmont-hospital-from/7143026440.html
